,date,Conv_ID,Utterance_ID,participant,age,word,pos,DM,total,likes,tiers
55,1998-07-07,adv700ju023,"1,022.00",S1,60,likes,v,v,6848,27, 'everybody likes to go .
56,1998-07-07,adv700ju023,"1,030.00",S1,60,like,prep,v,6848,27, 'so if you do decide on Great Books and it sounds like you're going to &-um tomorrow let's /.
57,1998-07-07,adv700ju023,"1,052.00",S1,60,like,conj,v,6848,27, to me you look like a pretty obvious candidate for Honors Math .
58,1998-07-07,adv700ju023,"1,066.00",S1,60,like,v,v,6848,27, 'oh you don't really like it .
59,1998-07-07,adv700ju023,"1,077.00",S1,60,like,co,cm,6848,27, 'I_mean even for one ninety five the people who are in there I_mean one eighty five excuse_me the people in there really like math .
1,1998-07-07,adv700ju023,4.00,S2,20,like,co,ci,1070,32, 'mhm like forty minutes from here .
2,1998-07-07,adv700ju023,14.00,S2,20,like,prep,ci,1070,32," 'so like the international business I was gonna do , it's a really you know open field you know like all that stuff ."
3,1998-07-07,adv700ju023,14.00,S2,20,like,prep,nc,1070,32," 'so like the international business I was gonna do , it's a really you know open field you know like all that stuff ."
4,1998-07-07,adv700ju023,18.00,S2,20,like,conj,ci,1070,32, 'like I wanna experience like you know cultures and and the world and and .
5,1998-07-07,adv700ju023,18.00,S2,20,like,v,nc,1070,32, 'like I wanna experience like you know cultures and and the world and and .
6,1998-07-07,adv700ju023,21.00,S2,20,like,prep,ci,1070,32, 'you know like having to &d work with numbers all the time and like not really being out doing something a little more interesting maybe like flavorful in any case .
7,1998-07-07,adv700ju023,21.00,S2,20,like,co,cm,1070,32, 'you know like having to &d work with numbers all the time and like not really being out doing something a little more interesting maybe like flavorful in any case .
8,1998-07-07,adv700ju023,21.00,S2,20,like,co,nc,1070,32, 'you know like having to &d work with numbers all the time and like not really being out doing something a little more interesting maybe like flavorful in any case .
9,1998-07-07,adv700ju023,23.00,S2,20,like,co,cm,1070,32, 'and I I have lots_of other interests like &-um that are a little bit more like paleontology or astronomy or .
10,1998-07-07,adv700ju023,23.00,S2,20,like,co,nc,1070,32, 'and I I have lots_of other interests like &-um that are a little bit more like paleontology or astronomy or .
11,1998-07-07,adv700ju023,29.00,S2,20,like,co,cm,1070,32, 'no I'm really like dinosaurs like fascinate me like that stuff fascinates me but I don't know if that's like a career choice yet .
12,1998-07-07,adv700ju023,29.00,S2,20,like,prep,cm,1070,32, 'no I'm really like dinosaurs like fascinate me like that stuff fascinates me but I don't know if that's like a career choice yet .
13,1998-07-07,adv700ju023,29.00,S2,20,like,prep,cm,1070,32, 'no I'm really like dinosaurs like fascinate me like that stuff fascinates me but I don't know if that's like a career choice yet .
14,1998-07-07,adv700ju023,29.00,S2,20,like,prep,nc,1070,32, 'no I'm really like dinosaurs like fascinate me like that stuff fascinates me but I don't know if that's like a career choice yet .
15,1998-07-07,adv700ju023,30.00,S2,20,like,prep,v,1070,32, 'but I was looking through the course book and I know they offer like a &w half a term class or something .
16,1998-07-07,adv700ju023,36.00,S2,20,like,v,cm,1070,32, that I could like take and see if I if it was worth it that I should go into .
17,1998-07-07,adv700ju023,38.00,S2,20,like,co,cm,1070,32, you ⌋ know more depth or if that was just sort of like +'/.
18,1998-07-07,adv700ju023,39.00,S2,20,like,v,nc,1070,32, okay I &l I like it but I don\'t wanna like study that .
19,1998-07-07,adv700ju023,39.00,S2,20,like,co,cf,1070,32, okay I &l I like it but I don\'t wanna like study that .
20,1998-07-07,adv700ju023,93.00,S2,20,like,prep,cm,1070,32, '⌊ yeah ⌋ I find it like absolutely fascinating and that's one of the things I don't know if &i I wouldn't wanna be in a career or studying a major that is not that interesting to me .
21,1998-07-07,adv700ju023,99.00,S2,20,like,co,nc,1070,32, 'also looking at like &-um foreign relations and foreign affairs like .
22,1998-07-07,adv700ju023,99.00,S2,20,like,prep,cf,1070,32, 'also looking at like &-um foreign relations and foreign affairs like .
23,1998-07-07,adv700ju023,103.00,S2,20,like,co,nc,1070,32, more ⌋ and &-um issues that I can like be involved in and like &-um controversial things that you know debatable topics not just something that's like like doing math like a /.
24,1998-07-07,adv700ju023,103.00,S2,20,like,co,cm,1070,32, more ⌋ and &-um issues that I can like be involved in and like &-um controversial things that you know debatable topics not just something that's like like doing math like a /.
25,1998-07-07,adv700ju023,103.00,S2,20,like,co,cm,1070,32, more ⌋ and &-um issues that I can like be involved in and like &-um controversial things that you know debatable topics not just something that's like like doing math like a /.
26,1998-07-07,adv700ju023,103.00,S2,20,like,prep,cm,1070,32, more ⌋ and &-um issues that I can like be involved in and like &-um controversial things that you know debatable topics not just something that's like like doing math like a /.
27,1998-07-07,adv700ju023,147.00,S2,20,like,v,cm,1070,32, '⌊ yeah I saw ⌋ a course like Introduction to World Politics or something .
28,1998-07-07,adv700ju023,259.00,S2,20,like,co,cm,1070,32, 'well could I take that maybe like second semester ?
29,1998-07-07,adv700ju023,265.00,S2,20,like,prep,cm,1070,32, and then second semester I can you know once I take different classes I might have a better idea if I could handle like &ano an extra class on top of that .
30,1998-07-07,adv700ju023,284.00,S2,20,like,prep,ci,1070,32, like the bulletin .
31,1998-07-07,adv700ju023,325.00,S2,20,like,v,cm,1070,32, I like I'm not a big fan of /.
32,1998-07-07,adv700ju023,326.00,S2,20,like,co,cm,1070,32, 'and that's the thing with like the geology I'm not a fan of chemistry .
60,1998-07-07,adv700ju023,377.00,S3,20,like,v,cm,1772,63, 'it's just like you kind_of sit there and listen and hopefully absorb .
61,1998-07-07,adv700ju023,379.00,S3,20,like,co,cm,1772,63, but then the last thing with you know the peer advisors where they're throwing out the different options in classes and like where you should fit in +...
62,1998-07-07,adv700ju023,380.00,S3,20,like,co,cm,1772,63, 'it was like I could fit in there <I might> I might not I just I have no idea .
63,1998-07-07,adv700ju023,401.00,S3,20,like,co,cm,1772,63, 'I tutored like two at least two times every week .
64,1998-07-07,adv700ju023,408.00,S3,20,like,prep,cm,1772,63, 'but as for being like an elementary school teacher or like a high school teacher it &jus it just doesn't really have that much appeal for me .
65,1998-07-07,adv700ju023,408.00,S3,20,like,co,cm,1772,63, 'but as for being like an elementary school teacher or like a high school teacher it &jus it just doesn't really have that much appeal for me .
66,1998-07-07,adv700ju023,412.00,S3,20,like,prep,cm,1772,63, no like teaching wasn't maybe ultimately /.
67,1998-07-07,adv700ju023,413.00,S3,20,like,co,cm,1772,63, 'this is kind_of I don't know how farfetched this is but like ultimately I think it would be kind_of fun like in my later years you know to be like professor you know a teacher but as for like a profession I don't know .
68,1998-07-07,adv700ju023,413.00,S3,20,like,co,cm,1772,63, 'this is kind_of I don't know how farfetched this is but like ultimately I think it would be kind_of fun like in my later years you know to be like professor you know a teacher but as for like a profession I don't know .
69,1998-07-07,adv700ju023,413.00,S3,20,like,co,cm,1772,63, 'this is kind_of I don't know how farfetched this is but like ultimately I think it would be kind_of fun like in my later years you know to be like professor you know a teacher but as for like a profession I don't know .
70,1998-07-07,adv700ju023,413.00,S3,20,like,co,cm,1772,63, 'this is kind_of I don't know how farfetched this is but like ultimately I think it would be kind_of fun like in my later years you know to be like professor you know a teacher but as for like a profession I don't know .
71,1998-07-07,adv700ju023,436.00,S3,20,like,co,cm,1772,63, &-um and it was nice when like by the end of doing a homework assignment like I could see obviously that one person had /.
72,1998-07-07,adv700ju023,436.00,S3,20,like,v,v,1772,63, &-um and it was nice when like by the end of doing a homework assignment like I could see obviously that one person had /.
73,1998-07-07,adv700ju023,437.00,S3,20,like,co,ci,1772,63, 'like knew finally what was going on .
74,1998-07-07,adv700ju023,438.00,S3,20,like,prep,cm,1772,63, 'and I had the same teachers as like one of my .
75,1998-07-07,adv700ju023,440.00,S3,20,like,co,cm,1772,63, tutorees [: tutees] and and he said that like her grade had improved .
76,1998-07-07,adv700ju023,442.00,S3,20,like,conj,cm,1772,63, like he could see like in her homework assignment it was a_lot better which helped her grade and .
77,1998-07-07,adv700ju023,442.00,S3,20,like,prep,cm,1772,63, like he could see like in her homework assignment it was a_lot better which helped her grade and .
78,1998-07-07,adv700ju023,452.00,S3,20,like,v,v,1772,63, ⌈ it's just that ⌉ in general I do really like working with people .
79,1998-07-07,adv700ju023,459.00,S3,20,like,co,cm,1772,63, 'kind_of like the corny way like a_lot_of kids might learn about it my father is a doctor .
80,1998-07-07,adv700ju023,459.00,S3,20,like,prep,cm,1772,63, 'kind_of like the corny way like a_lot_of kids might learn about it my father is a doctor .
81,1998-07-07,adv700ju023,461.00,S3,20,like,prep,cm,1772,63, and so I mean like early on I understood some things about the medical profession .
82,1998-07-07,adv700ju023,462.00,S3,20,like,prep,ci,1772,63, 'like my parents' friends were all doctors I'd always like interacted with them .
83,1998-07-07,adv700ju023,462.00,S3,20,like,co,cm,1772,63, 'like my parents' friends were all doctors I'd always like interacted with them .
84,1998-07-07,adv700ju023,466.00,S3,20,like,conj,cm,1772,63, like I'm starting to volunteer at our local hospital and .
85,1998-07-07,adv700ju023,471.00,S3,20,like,conj,cm,1772,63, definitely I've &alwa I've always leaned towards the math and science even though like I took a creative writing class my senior year .
86,1998-07-07,adv700ju023,472.00,S3,20,like,co,cm,1772,63, 'my senior year though I really like I just as soon as college hit it [?] was like as soon as college questions hit it seemed that I went from like less specific as what I always thought I wanted to be .
87,1998-07-07,adv700ju023,472.00,S3,20,like,co,cm,1772,63, 'my senior year though I really like I just as soon as college hit it [?] was like as soon as college questions hit it seemed that I went from like less specific as what I always thought I wanted to be .
88,1998-07-07,adv700ju023,472.00,S3,20,like,co,cm,1772,63, 'my senior year though I really like I just as soon as college hit it [?] was like as soon as college questions hit it seemed that I went from like less specific as what I always thought I wanted to be .
89,1998-07-07,adv700ju023,473.00,S3,20,like,conj,ci,1772,63, 'like I always thought I wanted to be a doctor but then like my senior year when college like confronted me it seemed like +'/.
90,1998-07-07,adv700ju023,473.00,S3,20,like,prep,cm,1772,63, 'like I always thought I wanted to be a doctor but then like my senior year when college like confronted me it seemed like +'/.
91,1998-07-07,adv700ju023,473.00,S3,20,like,co,cm,1772,63, 'like I always thought I wanted to be a doctor but then like my senior year when college like confronted me it seemed like +'/.
92,1998-07-07,adv700ju023,473.00,S3,20,like,prep,cm,1772,63, 'like I always thought I wanted to be a doctor but then like my senior year when college like confronted me it seemed like +'/.
93,1998-07-07,adv700ju023,476.00,S3,20,like,prep,cm,1772,63, like creative writing and and such but I've always leaned toward math and science .
94,1998-07-07,adv700ju023,480.00,S3,20,like,prep,cm,1772,63, and I don't know I just wanted to find something that combined working with people and still having like my science knowledge and stuff .
95,1998-07-07,adv700ju023,518.00,S3,20,like,prep,cm,1772,63, 'I've had one year of Honors Chemistry which would be like the first year basically and I took that my junior year and so everything that was on the test .
96,1998-07-07,adv700ju023,519.00,S3,20,like,prep,cm,1772,63, 'I_mean I could recognize the things like I remember seeing that I'd been working with this but I couldn't remember for the life of me like .
97,1998-07-07,adv700ju023,519.00,S3,20,like,prep,cf,1772,63, 'I_mean I could recognize the things like I remember seeing that I'd been working with this but I couldn't remember for the life of me like .
98,1998-07-07,adv700ju023,552.00,S3,20,like,conj,cm,1772,63, prepared us and so we were taking we've been taking like ⌋ .
99,1998-07-07,adv700ju023,554.00,S3,20,like,prep,cm,1772,63, '&=laughs yeah &=laughs:S1 I know I got all tongue twisted there but &-um he really prepared us for the test like we'd been taking AP style tests .
100,1998-07-07,adv700ju023,558.00,S3,20,like,co,cm,1772,63, ⌈ the ⌉ actual AP and by the time I got the AP like done and over with .
101,1998-07-07,adv700ju023,565.00,S3,20,like,prep,cm,1772,63, 'watch I'll probably get like a two now but I really think I may have gotten a four .
102,1998-07-07,adv700ju023,576.00,S3,20,like,co,v,1772,63, I do like math .
103,1998-07-07,adv700ju023,606.00,S3,20,like,prep,cm,1772,63, 'if I did get a four or a five though &wou would that mean should I opt to take like the two ninety five ?
104,1998-07-07,adv700ju023,620.00,S3,20,like,v,v,1772,63, 'I actually think I'd like to go probably just with one eighty five .
105,1998-07-07,adv700ju023,639.00,S3,20,like,v,v,1772,63, 'oh I really like French .
106,1998-07-07,adv700ju023,646.00,S3,20,like,v,v,1772,63, 'but <I do> I do like French a_lot .
107,1998-07-07,adv700ju023,647.00,S3,20,like,v,v,1772,63, 'I had a really good teacher and I'd really like to continue ⌋ .
108,1998-07-07,adv700ju023,659.00,S3,20,like,v,ci,1772,63, 'so like Math one eighty five .
109,1998-07-07,adv700ju023,672.00,S3,20,like,prep,cm,1772,63, I almost wanna say like well no actually it's not the same thing .
110,1998-07-07,adv700ju023,677.00,S3,20,like,co,cm,1772,63, and I I really can't say that I did &l anything like AP Biology either so I mean it tries to continue but it it goes through the kingdoms .
111,1998-07-07,adv700ju023,679.00,S3,20,like,co,v,1772,63, so like to the different phylum like the animal .
112,1998-07-07,adv700ju023,679.00,S3,20,like,prep,cm,1772,63, so like to the different phylum like the animal .
113,1998-07-07,adv700ju023,691.00,S3,20,like,prep,cm,1772,63, '⌈ I have no idea like how much ⌉ confidence yeah I think I really think I am borderline with this .
114,1998-07-07,adv700ju023,693.00,S3,20,like,v,cm,1772,63, I have no idea like I wanna say I'm confident enough with my science skills that I could go with .
115,1998-07-07,adv700ju023,697.00,S3,20,like,co,cm,1772,63, '⌈ that I could do organic ⌉ but at the same time I mean I really &th I think Chemistry one thirty would just basically like solidify whatever .
116,1998-07-07,adv700ju023,728.00,S3,20,like,co,cm,1772,63, is that considered like a year then of organic right there ?
117,1998-07-07,adv700ju023,729.00,S3,20,like,co,cm,1772,63, 'are they when people say like for like premed requirements it's like you have a year of organic a year of inorganic how much is that ⌋ ?
118,1998-07-07,adv700ju023,729.00,S3,20,like,co,cm,1772,63, 'are they when people say like for like premed requirements it's like you have a year of organic a year of inorganic how much is that ⌋ ?
119,1998-07-07,adv700ju023,729.00,S3,20,like,conj,cm,1772,63, 'are they when people say like for like premed requirements it's like you have a year of organic a year of inorganic how much is that ⌋ ?
120,1998-07-07,adv700ju023,742.00,S3,20,like,prep,cm,1772,63, complete like a whole year of organic .
121,1998-07-07,adv700ju023,744.00,S3,20,like,co,cm,1772,63, which'll be two more semesters and then like so I I still have another semester of inorganic and a year of biology and a year of physics ?
122,1998-07-07,adv700ju023,788.00,S3,20,like,prep,cm,1772,63, 'with Chem one thirty is there like a one other something for a lab ?
123,1998-07-07,adv700ju023,847.00,S4,20,like,co,v,517,8, and also like the just the stuff that's been in the news on genetics things like that .
124,1998-07-07,adv700ju023,847.00,S4,20,like,prep,cm,517,8, and also like the just the stuff that's been in the news on genetics things like that .
125,1998-07-07,adv700ju023,"1,043.00",S4,20,like,co,cm,517,8, '&-um I don't know I was wondering if whether like what kind of classes I should be taking .
126,1998-07-07,adv700ju023,"1,044.00",S4,20,like,co,v,517,8, 'should I take like math or chemistry the first semester ⌋ ?
127,1998-07-07,adv700ju023,"1,063.00",S4,20,like,conj,cm,517,8, '⌈ no ⌉ I'm like I'm good I'm pretty good at math .
128,1998-07-07,adv700ju023,"1,065.00",S4,20,like,conj,cm,517,8, but I'm not like I don't really like it .
129,1998-07-07,adv700ju023,"1,065.00",S4,20,like,v,v,517,8, but I'm not like I don't really like it .
130,1998-07-07,adv700ju023,"1,102.00",S4,20,like,co,cm,517,8, 'so you think I should go with like either the Great Books or the Classical Civilization .
131,1998-11-12,adv700ju047,0.00,S1,20,like,conj,nc,2739,71, 'alright Sue now it's like &-uh I dropped like Chem one twenty five .
132,1998-11-12,adv700ju047,0.00,S1,20,like,co,cm,2739,71, 'alright Sue now it's like &-uh I dropped like Chem one twenty five .
133,1998-11-12,adv700ju047,6.00,S1,20,like,conj,cm,2739,71, late dropped because like xxx I missed a_couple_of classes my GSI instructed me to .
134,1998-11-12,adv700ju047,8.00,S1,20,like,conj,nc,2739,71, and secondly it's like &-uh I told you I was transferring to engineering .
135,1998-11-12,adv700ju047,12.00,S1,20,like,co,nc,2739,71, the transfer ⌋ and she told me it's like &-uh my &GP since my GPA was like &-um two point four five or something and she told me /.
136,1998-11-12,adv700ju047,12.00,S1,20,like,co,cm,2739,71, the transfer ⌋ and she told me it's like &-uh my &GP since my GPA was like &-um two point four five or something and she told me /.
137,1998-11-12,adv700ju047,13.00,S1,20,like,conj,cm,2739,71, 'and &-uh right now in my engin [: engineering] class I'm doing like an a@l minus ⌈ Engin one oh [: zero] one ⌉ .
138,1998-11-12,adv700ju047,15.00,S1,20,like,conj,cm,2739,71, chemistry I'm doing like a C .
139,1998-11-12,adv700ju047,16.00,S1,20,like,prep,cm,2739,71, 'and Math one sixteen like a c@l plus .
140,1998-11-12,adv700ju047,18.00,S1,20,like,v,v,2739,71, mm I could get it up to a b@l minus a B easily like it shouldn't be a problem but still it's like a C in chemistry wouldn't help me much .
141,1998-11-12,adv700ju047,18.00,S1,20,like,conj,cm,2739,71, mm I could get it up to a b@l minus a B easily like it shouldn't be a problem but still it's like a C in chemistry wouldn't help me much .
142,1998-11-12,adv700ju047,41.00,S1,20,like,v,cm,2739,71, 'is it like a very I mean substantial degree <I mean> &organization I mean .
143,1998-11-12,adv700ju047,43.00,S1,20,like,prep,nc,2739,71, I wanna ⌋ go back to like home and you know I mean out here it's easy to get a job it's like you know a degree in .
144,1998-11-12,adv700ju047,43.00,S1,20,like,conj,cm,2739,71, I wanna ⌋ go back to like home and you know I mean out here it's easy to get a job it's like you know a degree in .
145,1998-11-12,adv700ju047,45.00,S1,20,like,co,cm,2739,71, maybe organizational studies but back home in India it's like people haven't heard .
146,1998-11-12,adv700ju047,47.00,S1,20,like,co,cm,2739,71, of this ⌋ they don't even know what it is like if I'm qualified for what kind of job or not .
147,1998-11-12,adv700ju047,48.00,S1,20,like,conj,cf,2739,71, '⌈ so ⌉ it's like .
148,1998-11-12,adv700ju047,66.00,S1,20,like,prep,cm,2739,71, '⌊ I've taken like ⌋ engineering already so ⌈ that's one ⌉ .
149,1998-11-12,adv700ju047,73.00,S1,20,like,prep,nc,2739,71, 'a double ⌋ major would take me like how many years to graduate like &-um ?
150,1998-11-12,adv700ju047,73.00,S1,20,like,prep,cm,2739,71, 'a double ⌋ major would take me like how many years to graduate like &-um ?
151,1998-11-12,adv700ju047,84.00,S1,20,like,v,nc,2739,71, 'I have thirty one plus like &-uh I think since I'm dropping this &-uh eleven <I have> [?] forty two right now .
152,1998-11-12,adv700ju047,125.00,S1,20,like,co,cm,2739,71, '⌊ I've finished ⌋ like Econ one oh [: zero] one one oh [: zero] two so like .
153,1998-11-12,adv700ju047,125.00,S1,20,like,prep,cf,2739,71, '⌊ I've finished ⌋ like Econ one oh [: zero] one one oh [: zero] two so like .
154,1998-11-12,adv700ju047,132.00,S1,20,like,prep,nc,2739,71, 'what about like &-uh /.
155,1998-11-12,adv700ju047,224.00,S1,20,like,v,nc,2739,71, '⌊ can't I ⌋ like &-um take few courses from psychology and few from sociology for this ?
156,1998-11-12,adv700ju047,227.00,S1,20,like,co,ci,2739,71, 'like ⌋ mix and match .
157,1998-11-12,adv700ju047,243.00,S1,20,like,co,cm,2739,71, what are my other options to take like ⌋ along with &organi <Islamic > [?] organizational studies ?
158,1998-11-12,adv700ju047,313.00,S1,20,like,prep,cm,2739,71, 'so that'll be like ⌋ .
159,1998-11-12,adv700ju047,326.00,S1,20,like,conj,cm,2739,71, ⌈ just ⌉ seems like so simple like twenty six more credits .
160,1998-11-12,adv700ju047,326.00,S1,20,like,co,cm,2739,71, ⌈ just ⌉ seems like so simple like twenty six more credits .
161,1998-11-12,adv700ju047,334.00,S1,20,like,v,v,2739,71, '⌈ well I would like to like ⌉ organizational studies seem good so that I can take a variety of courses I mean ⌋ .
162,1998-11-12,adv700ju047,334.00,S1,20,like,v,cm,2739,71, '⌈ well I would like to like ⌉ organizational studies seem good so that I can take a variety of courses I mean ⌋ .
163,1998-11-12,adv700ju047,347.00,S1,20,like,prep,cm,2739,71, 'and besides &-um this and my twenty four credits I can still take like up to &twel /?
164,1998-11-12,adv700ju047,358.00,S1,20,like,co,cm,2739,71, ⌈ it's ⌉ just like I would require that extra credit instead of .
165,1998-11-12,adv700ju047,376.00,S1,20,like,prep,cm,2739,71, '&wi with these &-uh ⌉ with organizational studies I will have like if I wanna like /.
166,1998-11-12,adv700ju047,376.00,S1,20,like,prep,cm,2739,71, '&wi with these &-uh ⌉ with organizational studies I will have like if I wanna like /.
167,1998-11-12,adv700ju047,378.00,S1,20,like,conj,cm,2739,71, '<it's like> &-um it's like I don't know maybe travel the country and &s go to other universities in the big cities to study ?
168,1998-11-12,adv700ju047,383.00,S1,20,like,prep,cm,2739,71, 'there ⌉ are not many classes I could take like in other engineering colleges or anything .
169,1998-11-12,adv700ju047,388.00,S1,20,like,co,nc,2739,71, '⌈ I mean usually do concentrations ⌉ like &-uh four oh [: zero] one or four oh [: zero] two Economics .
170,1998-11-12,adv700ju047,395.00,S1,20,like,co,cm,2739,71, ⌈ like ⌉ four oh [: zero] two .
171,1998-11-12,adv700ju047,399.00,S1,20,like,co,cm,2739,71, uhuh then it's like alright ⌋ .
172,1998-11-12,adv700ju047,428.00,S1,20,like,prep,cm,2739,71, '⌈ not all of them ⌉ I mean just like if I in the summer one course some .
173,1998-11-12,adv700ju047,435.00,S1,20,like,v,v,2739,71, '⌈ <what do> &y what do students usually ⌉ like do with economics ?
174,1998-11-12,adv700ju047,452.00,S1,20,like,prep,cm,2739,71, 'maybe I will try like next semester I could start off taking four oh [: zero] one .
175,1998-11-12,adv700ju047,454.00,S1,20,like,co,cm,2739,71, and what other courses do you think I should take like <to start> [?] ⌋ ?
176,1998-11-12,adv700ju047,479.00,S1,20,like,co,nc,2739,71, 'I've had like &-um no +...
177,1998-11-12,adv700ju047,480.00,S1,20,like,co,nc,2739,71, 'I've had like &-uh first year humanities seminar .
178,1998-11-12,adv700ju047,496.00,S1,20,like,co,cm,2739,71, 'I mean just doing economics give me so much like freedom to do whatever I want for the next year ⌋ .
179,1998-11-12,adv700ju047,498.00,S1,20,like,co,cm,2739,71, 'I could finish my concentration like by end of next year I think ?
180,1998-11-12,adv700ju047,516.00,S1,20,like,co,cm,2739,71, in fact one guy is like almost as similar to what I'm doing right now Psych one eleven two seventy one four oh [: zero] one &=laughs:S2 .
181,1998-11-12,adv700ju047,525.00,S1,20,like,co,nc,2739,71, 'math I couldn't just like I went through the concentration and it seemed like &-uh .
182,1998-11-12,adv700ju047,525.00,S1,20,like,prep,cm,2739,71, 'math I couldn't just like I went through the concentration and it seemed like &-uh .
183,1998-11-12,adv700ju047,558.00,S1,20,like,prep,cm,2739,71, '⌊ math has been the only subject ⌋ like that I've been /.
184,1998-11-12,adv700ju047,563.00,S1,20,like,conj,cm,2739,71, no matter what I've been concentrating in like English for instance .
185,1998-11-12,adv700ju047,568.00,S1,20,like,conj,cf,2739,71, I just kinda feel enh@i it's just I have to do it it's like .
186,1998-11-12,adv700ju047,588.00,S1,20,liked,v,v,2739,71, '⌊ I always ⌋ liked this one history course I'm interested in it's two sixty six ?
187,1998-11-12,adv700ju047,592.00,S1,20,like,conj,cm,2739,71, &-uh I guess I could I don't know do you think it's like a &bl &-uh is there any prerequisite for that course ?
188,1998-11-12,adv700ju047,604.00,S1,20,like,prep,cm,2739,71, just reading I mean &i I've done political science Compar Pol do you think it'd be something like &th .
189,1998-11-12,adv700ju047,612.00,S1,20,like,prep,cf,2739,71, 'these courses are they designed to be like .
190,1998-11-12,adv700ju047,653.00,S1,20,like,prep,v,2739,71, 'nope nope I hate biology ⌈ I never did like it ⌉ .
191,1998-11-12,adv700ju047,662.00,S1,20,like,conj,cm,2739,71, 'it's like a little bit very spread out I mean &-um I think it's .
192,1998-11-12,adv700ju047,667.00,S1,20,like,co,cm,2739,71, '⌈ yeah I mean that's what people tell me it's like astronomy is about looking at the stars ⌉ .
193,1998-11-12,adv700ju047,670.00,S1,20,like,co,v,2739,71, 'it's [?] probably more like astrophysics and not just looking ⌈ at the stars that's what some people told me ⌉ .
194,1998-11-12,adv700ju047,683.00,S1,20,like,conj,cm,2739,71, 'yeah but it's like I I don't know if it will like be a good major film and video double major ?
195,1998-11-12,adv700ju047,683.00,S1,20,like,v,v,2739,71, 'yeah but it's like I I don't know if it will like be a good major film and video double major ?
196,1998-11-12,adv700ju047,686.00,S1,20,like,prep,cm,2739,71, 'good major is Sue like get me a /.
197,1998-11-12,adv700ju047,687.00,S1,20,like,conj,cf,2739,71, 'I don't know go back home it's like .
198,1998-11-12,adv700ju047,689.00,S1,20,like,co,cf,2739,71, things are very different back home like .
199,1998-11-12,adv700ju047,694.00,S1,20,like,prep,cm,2739,71, 'only look at big degrees like engineering or business .
200,1998-11-12,adv700ju047,720.00,S1,20,like,co,v,2739,71, 'would you say in the like top five or top ten ?
201,1998-11-12,adv700ju047,735.00,S1,20,like,co,v,2739,71, 'I_mean I kind_of like took all the homeworks and you know and ⌈ there /.
202,1998-11-12,adv700ju047,31.00,S2,36,like,prep,v,20641,191, '⌋ I feel like .
